Gender,Invoice_ID,Branch,City,Customer_type,Product_line,Unit_price,Quantity,Sales,Tax
Male,450-42-3339,C,Naypyitaw,Normal,Health and beauty,84.61,10,846.1,42.305
Male,522-57-8364,A,Yangon,Member,Fashion accessories,51.34,8,410.72,20.536
Male,722-13-2115,C,Naypyitaw,Member,Sports and travel,42.85,1,42.85,2.1425
Male,777-67-2495,B,Mandalay,Normal,Home and lifestyle,68.97,3,206.91,10.3455
Male,321-49-7382,B,Mandalay,Member,Sports and travel,88.31,1,88.31,4.4155
Male,825-94-5922,B,Mandalay,Normal,Sports and travel,25.31,2,50.62,2.531
Male,641-62-7288,B,Mandalay,Normal,Home and lifestyle,99.92,6,599.52,29.976
Male,458-10-8612,C,Naypyitaw,Normal,Health and beauty,64.08,7,448.56,22.428
Male,235-06-8510,C,Naypyitaw,Member,Home and lifestyle,85.72,3,257.16,12.858
Male,720-72-2436,A,Yangon,Normal,Food and beverages,66.52,4,266.08,13.304
Male,702-83-5291,C,Naypyitaw,Member,Fashion accessories,99.82,9,898.38,44.919
Male,449-16-6770,A,Yangon,Normal,Health and beauty,50.79,5,253.95,12.6975
Male,333-23-2632,A,Yangon,Member,Health and beauty,10.08,7,70.56,3.528
Male,859-97-6048,C,Naypyitaw,Member,Electronic accessories,84.25,2,168.5,8.425
Male,676-10-2200,B,Mandalay,Member,Fashion accessories,53.78,1,53.78,2.689
Male,373-88-1424,C,Naypyitaw,Member,Home and lifestyle,35.81,5,179.05,8.9525
Male,503-21-4385,B,Mandalay,Member,Health and beauty,39.91,3,119.73,5.9865
Male,200-40-6154,B,Mandalay,Member,Home and lifestyle,65.91,6,395.46,19.773
Male,577-34-7579,C,Naypyitaw,Member,Food and beverages,50.49,9,454.41,22.7205
Male,430-02-3888,B,Mandalay,Normal,Electronic accessories,46.02,6,276.12,13.806
Male,256-58-3609,C,Naypyitaw,Member,Fashion accessories,91.98,1,91.98,4.599
Male,324-92-3863,A,Yangon,Member,Electronic accessories,20.89,2,41.78,2.089
Male,364-34-2972,C,Naypyitaw,Member,Electronic accessories,96.82,3,290.46,14.523
Male,794-42-3736,B,Mandalay,Normal,Food and beverages,33.33,2,66.66,3.333
Male,195-06-0432,A,Yangon,Member,Home and lifestyle,81.01,3,243.03,12.1515
Male,448-34-8700,B,Mandalay,Member,Home and lifestyle,36.91,7,258.37,12.9185
Male,452-04-8808,B,Mandalay,Normal,Electronic accessories,87.08,7,609.56,30.478
Male,531-56-4728,A,Yangon,Normal,Home and lifestyle,80.08,3,240.24,12.012
Male,744-82-9138,C,Naypyitaw,Normal,Fashion accessories,86.13,2,172.26,8.613
Male,883-69-1285,B,Mandalay,Member,Fashion accessories,49.92,2,99.84,4.992
Male,518-71-6847,B,Mandalay,Member,Food and beverages,26.6,6,159.6,7.98
Male,728-47-9078,C,Naypyitaw,Member,Food and beverages,59.59,4,238.36,11.918
Male,809-46-1866,A,Yangon,Normal,Health and beauty,58.15,4,232.6,11.63
Male,148-41-7930,C,Naypyitaw,Normal,Health and beauty,99.96,7,699.72,34.986
Male,189-40-5216,C,Naypyitaw,Normal,Electronic accessories,96.37,7,674.59,33.7295
Male,552-44-5977,B,Mandalay,Member,Health and beauty,62,8,496,24.8
Male,267-62-7380,C,Naypyitaw,Member,Electronic accessories,82.34,10,823.4,41.17
Male,430-53-4718,B,Mandalay,Member,Health and beauty,75.37,8,602.96,30.148
Male,745-74-0715,A,Yangon,Normal,Electronic accessories,58.03,2,116.06,5.803
Male,690-01-6631,B,Mandalay,Normal,Fashion accessories,17.49,10,174.9,8.745
Male,233-67-5758,C,Naypyitaw,Normal,Health and beauty,40.35,1,40.35,2.0175
Male,727-02-1313,A,Yangon,Member,Food and beverages,31.84,1,31.84,1.592
Male,347-56-2442,A,Yangon,Normal,Home and lifestyle,65.82,1,65.82,3.291
